region,district,kindergarten_name,outside_branches,group_count,land_area_built,external_sweeping_area,internal_cleaning_area,garden_area,leased_garden_area,design_capacity,vacant_land_area,educational_building_count,floor_count,wall_material,wall_condition,roof_material,roof_condition,window_condition,floor_condition,door_condition,sports_equipment_available,assembly_hall_condition,kitchen_condition,kitchen_water_supply,electricity_condition,has_generator,has_solar_panels,internal_electrical_condition,lighting_condition,heating_source,heating_fuel_source,boiler_room_condition,internal_heating_condition,water_availability,drinking_water_source,has_fence,internet_type,internet_usage,fire_safety_available,has_cctv,has_public_transport_nearby,accessible_for_disabled,repaired_or_reconstructed,total_students,earthquake_safety,restroom_location,restroom_water_condition,restroom_connected_to_sewage,staff_total,restroom_doors_partitions,restroom_handwash_water_soap,restroom_sewage_issues,restroom_water_issues,restroom_lighting_safe,classrooms_warm_in_winter,indoor_pipeline_installed,children_walk_more_than_3km,meets_modern_infrastructure,satisfied_with_condition,age_score,total_population,utilization_ratio,population_score,infrastructure_score,resources_score,latitude,longitude,need_category,predicted_need_Category
Samarkand,Urgut district,kindergarten_303,0.0,0.2,1.0,0.3,0.3,0.3,0.0,75,1.0,0.3,0.3,0.4,1.0,0.8,0.5,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.8,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.8,75,1.0,0.4,0.5,0.5,2,1.0,1.0,0.2,0.2,1.0,1.0,1.0,1.0,0.0,0.3,1.0,77,1.0266666666666666,0.21,0.54,0.74,39.4022,67.2431,RED,RED
Samarkand,Kattakurgan city,kindergarten_303,0.0,0.2,1.0,0.3,0.3,0.3,0.0,231,0.7,0.3,0.3,0.8,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,100,1.0,0.8,1.0,1.0,4,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.8,104,0.45021645021645024,0.0,0.64,0.89,39.89889,66.25611,RED,RED
Samarkand,Ishtihan district,kindergarten_304,0.0,0.2,0.5,0.8,0.8,1.0,0.0,150,0.3,1.0,0.3,0.8,0.5,0.8,0.0,0.0,0.2,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,150,0.5,0.4,0.0,0.5,4,1.0,1.0,0.2,0.2,1.0,1.0,0.0,1.0,0.0,0.3,0.2,154,1.0266666666666666,0.21,0.36,0.56,39.8371,66.4843,RED,RED
Samarkand,Jomboy district,kindergarten_305,0.0,0.4,1.0,1.0,1.0,0.6,0.0,75,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,0.8,1.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,150,1.0,0.8,1.0,0.5,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.8,168,2.24,0.0,0.73,0.79,39.69889,67.09333,RED,RED
Samarkand,Bulungur district,kindergarten_305,0.0,0.2,0.5,0.3,0.3,0.3,0.0,120,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8,110,1.0,0.8,1.0,1.0,8,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.2,0.5,1.0,1.0,118,0.9833333333333333,0.41,0.65,0.82,39.7573054,67.27287,YELLOW,YELLOW
Samarkand,Nurabad district,kindergarten_306,0.0,0.2,1.0,0.3,0.0,0.3,0.0,100,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8,120,1.0,0.4,0.0,0.5,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7,0.5,1.0,0.6,126,1.26,0.0,0.64,0.71,39.6100912,66.29622,RED,RED
Samarkand,Narpay district,kindergarten_307,0.0,0.4,1.0,1.0,1.0,0.8,0.0,200,0.3,1.0,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8,103,1.0,0.8,1.0,1.0,3,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,106,0.53,0.01,0.8,0.83,39.9223,65.925,YELLOW,GREEN
Samarkand,Payarik district,kindergarten_307,0.0,0.2,1.0,0.3,0.3,0.3,0.0,60,0.3,0.3,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,60,1.0,0.4,1.0,1.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0333333333333334,0.19,0.64,0.9,39.98917,66.84583,YELLOW,YELLOW
Samarkand,Oqdaryo district,kindergarten_307,0.0,0.2,1.0,0.8,0.6,0.3,0.0,80,0.3,0.3,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.0,80,1.0,0.8,0.3,0.5,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,1.0,1.0,1.0,82,1.025,0.22,0.63,0.65,39.9092,67.0916,RED,RED
Samarkand,Taylak district,kindergarten_310,0.0,0.4,0.3,0.3,0.3,0.3,0.0,120,0.3,0.3,0.6,0.8,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8,150,0.5,0.8,1.0,0.5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,155,1.2916666666666667,0.0,0.58,0.85,39.6575,67.2353,RED,RED
Samarkand,Qushrabat district,kindergarten_311,0.0,0.4,0.5,1.0,0.6,0.8,0.0,210,0.3,0.6,0.6,0.8,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.8,210,1.0,0.8,1.0,1.0,11,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,221,1.0523809523809524,0.13,0.62,0.76,40.3333,66.5,YELLOW,YELLOW
Samarkand,Samarkand district,kindergarten_312,0.0,0.4,0.5,0.8,1.0,0.6,0.0,150,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.8,135,1.0,0.8,1.0,0.5,10,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.9,1.0,1.0,1.0,145,0.9666666666666667,0.51,0.74,0.82,39.65417,66.95972,GREEN,GREEN
Samarkand,Pastargom district,kindergarten_313,0.0,0.4,0.5,0.3,0.6,0.3,0.0,75,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8,1.0,0.8,150,1.0,0.8,1.0,0.5,10,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8,160,2.1333333333333333,0.0,0.64,0.81,39.65,67.2,RED,RED
Samarkand,Paxtachi district,kindergarten_315,0.6,0.2,1.0,0.6,0.6,0.6,0.0,120,0.3,0.3,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,0.0,0.8,0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.8,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.6,120,0.5,0.8,1.0,1.0,11,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9,0.5,1.0,1.0,131,1.0916666666666666,0.05,0.67,0.69,39.9167,66.0,YELLOW,RED
Samarkand,Samarkand city,kindergarten_315,0.0,0.2,0.5,0.3,0.3,0.3,0.0,100,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100,1.0,1.0,1.0,1.0,6,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.2,1.0,1.0,0.8,106,1.06,0.11,0.67,0.89,39.65417,66.95972,YELLOW,YELLOW
Samarkand,Urgut district,kindergarten_316,0.0,0.6,0.5,1.0,0.8,0.8,0.0,140,0.3,0.3,0.3,0.8,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.3,0.5,1.0,1.0,0.7,0.0,0.0,1.0,0.8,1.0,1.0,1.0,0.5,0.4,0.8,0.0,0.6,161,1.0,0.8,0.3,0.5,6,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.2,0.0,0.3,1.0,167,1.1928571428571428,0.0,0.53,0.52,39.4022,67.2431,RED,RED
Samarkand,Kattakurgan city,kindergarten_317,0.0,0.6,0.5,1.0,1.0,1.0,0.0,140,0.3,0.6,0.6,0.8,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,0.0,0.0,305,1.0,0.8,0.3,0.5,10,0.5,1.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,0.2,315,2.25,0.0,0.71,0.79,39.89889,66.25611,RED,RED
Samarkand,Ishtihan district,kindergarten_320,0.6,0.2,0.5,0.3,0.3,0.3,0.3,50,0.3,0.3,0.3,0.8,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,1.0,1.0,0.7,1.0,1.0,1.0,0.8,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.8,80,0.0,0.4,0.3,0.0,5,0.5,1.0,1.0,1.0,0.0,1.0,0.5,0.7,0.0,0.3,1.0,85,1.7,0.0,0.31,0.61,39.8371,66.4843,RED,RED
Samarkand,Jomboy district,kindergarten_320,1.0,0.4,0.3,0.6,0.8,0.6,0.0,140,0.3,0.3,0.6,0.8,0.5,0.8,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.4,1.0,0.5,0.8,156,0.5,0.8,0.5,0.0,7,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.7,0.5,1.0,0.8,163,1.1642857142857144,0.01,0.66,0.75,39.69889,67.09333,YELLOW,YELLOW
Samarkand,Bulungur district,kindergarten_322,0.0,0.6,0.5,1.0,1.0,0.8,0.0,360,0.3,0.3,0.6,1.0,1.0,0.8,0.5,0.0,0.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,346,1.0,1.0,1.0,1.0,13,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.3,0.2,359,0.9972222222222222,0.34,0.54,0.8,39.7573054,67.27287,RED,RED
Samarkand,Kattakurgan district,kindergarten_323,0.0,0.4,0.5,0.3,0.3,0.3,0.0,75,0.7,0.3,0.6,0.8,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.8,0.5,0.5,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,150,0.5,0.8,0.3,0.0,4,0.5,1.0,0.0,0.0,1.0,1.0,0.5,0.2,0.0,0.3,0.8,154,2.0533333333333332,0.0,0.43,0.61,39.89716,66.27242,RED,RED
Samarkand,Nurabad district,kindergarten_324,0.0,0.4,0.5,0.6,0.8,0.6,0.0,80,0.3,1.0,0.3,0.8,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.8,0.0,0.6,150,1.0,0.8,1.0,0.5,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.8,161,2.0125,0.0,0.57,0.81,39.6100912,66.29622,RED,RED
Samarkand,Narpay district,kindergarten_325,0.0,0.6,0.5,0.3,0.3,0.3,0.0,120,0.3,0.3,0.6,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.5,0.2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,214,1.0,0.4,0.0,0.0,6,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.4,0.5,1.0,0.8,220,1.8333333333333333,0.0,0.63,0.72,39.9223,65.925,RED,RED
Samarkand,Payarik district,kindergarten_325,1.0,0.4,0.5,1.0,0.6,1.0,0.0,150,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.6,150,1.0,0.8,1.0,1.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,155,1.0333333333333334,0.19,0.74,0.82,39.98917,66.84583,GREEN,GREEN
Samarkand,Oqdaryo district,kindergarten_325,0.0,0.6,0.5,1.0,0.0,1.0,0.0,360,0.7,0.3,0.6,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.2,0.5,0.5,0.5,0.0,0.0,0.0,0.2,1.0,0.5,0.0,0.0,1.0,0.8,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.0,140,0.0,0.0,0.3,1.0,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.0,0.0,0.4,151,0.41944444444444445,0.0,0.36,0.35,39.9092,67.0916,RED,RED
Samarkand,Taylak district,kindergarten_325,0.0,0.4,0.5,0.3,0.3,0.3,0.0,90,0.3,0.3,0.6,0.8,1.0,0.8,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.8,127,1.0,0.8,1.0,0.5,17,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,144,1.6,0.0,0.6,0.83,39.6575,67.2353,RED,RED
Samarkand,Qushrabat district,kindergarten_327,0.0,0.6,0.5,0.3,0.3,0.3,0.0,240,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,240,1.0,1.0,1.0,1.0,10,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,250,1.0416666666666667,0.16,0.7,0.89,40.3333,66.5,GREEN,GREEN
Samarkand,Samarkand district,kindergarten_328,0.0,0.4,0.5,1.0,0.6,0.3,0.0,75,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.4,1.0,0.0,0.0,150,1.0,0.8,0.3,1.0,2,0.5,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.5,0.3,0.8,152,2.026666666666667,0.0,0.58,0.68,39.65417,66.95972,RED,RED
Samarkand,Pastargom district,kindergarten_329,0.0,0.4,0.5,0.3,0.3,0.3,0.0,140,1.0,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.4,1.0,1.0,0.6,162,1.0,0.4,0.0,0.0,10,0.5,1.0,0.2,0.2,0.0,1.0,0.0,0.9,1.0,1.0,0.8,172,1.2285714285714286,0.0,0.69,0.63,39.65,67.2,RED,RED
Samarkand,Paxtachi district,kindergarten_329,0.0,1.0,1.0,0.3,0.3,0.3,0.0,120,0.3,0.3,0.6,0.8,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,133,1.0,0.4,1.0,0.0,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,153,1.275,0.0,0.63,0.88,39.9167,66.0,RED,RED
Samarkand,Samarkand city,kindergarten_329,0.0,0.4,1.0,1.0,0.6,0.6,0.0,100,0.3,0.6,0.3,0.8,0.5,0.8,0.5,1.0,0.5,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6,140,1.0,0.4,0.5,0.5,2,1.0,1.0,0.2,0.2,0.0,1.0,0.0,1.0,0.0,0.3,1.0,142,1.42,0.0,0.56,0.65,39.65417,66.95972,RED,RED
Samarkand,Urgut district,kindergarten_330,0.0,0.6,0.5,0.3,0.6,0.3,0.0,330,0.7,0.6,0.3,1.0,0.0,0.8,0.0,0.0,0.0,0.5,1.0,0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.8,0.0,0.0,299,1.0,0.8,1.0,0.0,4,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.9,0.0,0.3,0.2,303,0.9181818181818182,0.79,0.36,0.72,39.4022,67.2431,RED,RED
Samarkand,Kattakurgan city,kindergarten_331,0.0,0.4,0.5,0.3,0.3,0.3,0.0,120,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,163,1.0,0.8,1.0,0.5,5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,168,1.4,0.0,0.64,0.82,39.89889,66.25611,RED,RED
Samarkand,Ishtihan district,kindergarten_331,0.0,0.2,1.0,0.6,0.8,0.6,0.0,75,0.3,0.3,0.6,0.8,1.0,0.8,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.0,0.8,0.0,0.0,75,1.0,1.0,1.0,0.5,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,77,1.0266666666666666,0.21,0.65,0.77,39.8371,66.4843,YELLOW,YELLOW
Samarkand,Kattakurgan district,kindergarten_337,0.0,0.2,0.5,0.8,0.6,0.6,0.0,60,0.3,0.3,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.0,60,1.0,0.8,1.0,0.5,2,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.7,1.0,1.0,1.0,62,1.0333333333333334,0.19,0.63,0.83,39.89716,66.27242,YELLOW,YELLOW
Samarkand,Nurabad district,kindergarten_337,0.0,0.4,0.5,0.3,0.0,0.3,0.0,100,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,170,1.0,0.8,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.8,171,1.71,0.0,0.62,0.92,39.6100912,66.29622,RED,RED
Samarkand,Narpay district,kindergarten_337,0.0,0.4,1.0,0.3,0.3,0.3,0.0,150,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,241,1.0,0.8,1.0,1.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,244,1.6266666666666667,0.0,0.66,0.93,39.9223,65.925,RED,RED
Samarkand,Payarik district,kindergarten_337,0.0,0.2,1.0,0.3,0.3,0.3,0.0,123,0.3,0.3,0.3,0.8,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,60,1.0,0.8,1.0,1.0,4,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,64,0.5203252032520326,0.0,0.63,0.86,39.98917,66.84583,RED,RED
Samarkand,Oqdaryo district,kindergarten_338,0.0,0.2,0.5,0.3,0.3,0.3,0.0,80,0.7,0.3,0.3,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.0,0.0,0.2,0.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,75,0.0,0.4,0.0,0.0,2,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.7,0.0,1.0,0.2,77,0.9625,0.53,0.26,0.26,39.9092,67.0916,RED,RED
Samarkand,Taylak district,kindergarten_339,0.0,0.2,0.3,0.0,0.0,0.0,0.0,120,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,120,1.0,0.8,1.0,0.5,4,1.0,1.0,0.2,0.2,1.0,1.0,1.0,0.9,0.5,1.0,1.0,124,1.0333333333333334,0.19,0.57,0.77,39.6575,67.2353,RED,RED
Samarkand,Qushrabat district,kindergarten_340,0.0,0.4,0.5,0.3,0.3,0.3,0.0,140,0.7,0.3,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.8,192,1.0,0.8,1.0,0.5,5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.7,1.0,1.0,0.8,197,1.4071428571428573,0.0,0.67,0.88,40.3333,66.5,RED,RED
Samarkand,Pastargom district,kindergarten_342,0.0,0.6,1.0,0.8,1.0,0.8,0.0,420,0.3,0.3,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.8,0.0,0.0,355,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.4,356,0.8476190476190476,1.0,0.73,0.89,39.65,67.2,GREEN,GREEN
Samarkand,Paxtachi district,kindergarten_343,0.0,0.4,0.5,0.6,0.8,0.6,0.0,90,0.3,0.3,0.3,0.8,1.0,1.0,1.0,0.5,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.7,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,150,1.0,0.4,0.5,0.0,8,0.5,1.0,0.2,0.2,1.0,1.0,0.0,0.4,0.5,0.3,1.0,158,1.7555555555555555,0.0,0.54,0.6,39.9167,66.0,RED,RED
Samarkand,Samarkand city,kindergarten_344,0.0,0.4,0.5,1.0,1.0,1.0,1.0,140,1.0,0.3,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.5,1.0,235,1.0,0.8,1.0,1.0,2,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,237,1.6928571428571428,0.0,0.84,0.79,39.65417,66.95972,RED,RED
Samarkand,Urgut district,kindergarten_344,0.0,0.4,0.5,0.3,1.0,0.6,0.0,100,0.3,0.3,0.6,0.8,1.0,0.8,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,130,0.5,1.0,1.0,0.5,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,131,1.31,0.0,0.6,0.86,39.4022,67.2431,RED,RED
Samarkand,Kattakurgan city,kindergarten_344,0.0,0.2,1.0,0.8,0.3,1.0,0.0,100,0.7,0.3,0.6,0.8,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,59,1.0,0.8,1.0,1.0,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,69,0.69,0.28,0.66,0.79,39.89889,66.25611,YELLOW,YELLOW
Samarkand,Ishtihan district,kindergarten_345,0.0,0.2,1.0,0.6,0.6,0.6,0.0,90,0.7,0.3,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,0.5,0.5,1.0,0.7,1.0,0.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,60,0.0,0.4,1.0,0.5,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.7,0.0,0.3,0.8,61,0.6777777777777778,0.23,0.57,0.62,39.8371,66.4843,RED,RED
