region,district,hospital_name,outside_branches,land_area_built,vacant_land_area,building_count,floors,wall_material,wall_condition,roof_material,roof_condition,window_condition,floor_condition,door_condition,toilet_water_supply,electricity_supply,has_generator,has_solar_panels,internal_electric_condition,lighting_condition,heating_source,heating_condition,has_water,drinking_water_source,has_fence,internet_type,fire_safety,has_cctv,has_transport_nearby,recent_repairs,earthquake_safe,restroom_location,restroom_water_condition,restroom_has_sewage,restroom_doors,restroom_handwash_available,restroom_sewage_issues,restroom_water_issues,restroom_light_safe,is_warm_in_winter,has_water_pipeline,satisfaction,total_staff,medical_staff,bed_capacity,age_score,population_score,infrastructure_score,resources_score,latitude,longitude,need_category,predicted_need_Category
Samarkand,Oqdaryo district,Hospital_261,1.0,1.0,0.3,0.3,0.3,0.6,1.0,0.6,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.3,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.02449868030734003,0.0,0.0,0.8,0.01,0.73,0.82,39.9092,67.0916,YELLOW,RED
Samarkand,Kattakurgan district,Hospital_262,0.0,1.0,0.7,0.3,0.6,0.8,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0459974388330129,0.0,0.0,0.8,0.02,0.73,0.82,39.89716,66.27242,GREEN,GREEN
Samarkand,Nurabad district,Hospital_264,0.0,1.0,1.0,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8188494716018492,0.7917826023395325,0.7917826023395325,0.8,0.8,0.83,0.94,39.6100912,66.29622,GREEN,GREEN
Samarkand,Urgut district,Hospital_267,0.0,0.5,0.3,0.6,0.3,0.3,0.4,0.3,0.5,0.5,0.1,0.5,0.0,0.5,0.0,0.0,0.0,0.3,1.0,1.0,1.0,0.7,0.5,0.6,0.5,0.5,1.0,0.5,0.0,0.4,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0002629984049325244,0.0004461824996319907,0.0004461824996319907,1.0,0.0,0.39,0.4,39.4022,67.2431,RED,RED
Samarkand,Paxtachi district,Hospital_268,0.8,1.0,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.6,1.0,1.0,0.5,0.7,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.06353444019731651,0.0,0.0,1.0,0.02,0.8,0.79,39.9167,66.0,YELLOW,YELLOW
Samarkand,Pastargom district,Hospital_269,0.8,0.3,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,0.6,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0007707390254581064,0.001197985136485509,0.001197985136485509,1.0,0.0,0.79,0.92,39.65,67.2,RED,RED
Samarkand,Taylak district,Hospital_270,0.0,1.0,0.3,0.6,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4,0.0,0.6,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.00018705490808177061,3.743561284472587e-05,3.743561284472587e-05,1.0,0.0,0.77,0.69,39.6575,67.2353,RED,RED
Samarkand,Samarkand district,Hospital_271,0.0,1.0,0.3,0.3,0.3,0.8,0.4,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.0,0.3,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4,0.0,0.6,0.5,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.04846915779326811,0.010641324731643462,0.010641324731643462,1.0,0.02,0.61,0.59,39.65417,66.95972,RED,RED
Samarkand,Ishtihan district,Hospital_272,0.0,1.0,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.7,1.0,1.0,1.0,0.6,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.21722568581401264,0.4208980032499412,0.4208980032499412,1.0,0.35,0.78,0.81,39.8371,66.4843,YELLOW,YELLOW
Samarkand,Bulungur district,Hospital_274,0.0,0.5,0.3,0.3,0.3,0.8,0.0,0.8,0.1,0.1,0.1,0.1,0.0,0.5,0.0,0.0,0.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,0.4,0.0,0.6,1.0,1.0,0.5,0.5,1.0,1.0,0.4,0.0,0.10861284290700632,0.008564044856381648,0.008564044856381648,0.2,0.04,0.27,0.58,39.7573054,67.27287,RED,RED
Samarkand,Jomboy district,Hospital_275,0.0,1.0,0.3,1.0,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,0.7,1.0,0.8,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7787459378366709,0.6338175634992362,0.6338175634992362,0.8,0.68,0.79,0.85,39.69889,67.09333,GREEN,GREEN
Samarkand,Narpay district,Hospital_276,0.6,0.5,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.4,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.4,0.6,1.0,0.0,1.0,1.0,1.0,0.0,0.4,1.0,1.0,0.9291237430564622,0.9291237430564622,1.0,0.95,0.71,0.67,39.9223,65.925,RED,RED
Samarkand,Oqdaryo district,Hospital_277,0.0,1.0,0.7,0.3,0.6,0.8,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.5,1.0,0.7,1.0,1.0,0.7,1.0,1.0,0.5,0.5,0.5,0.7,0.5,1.0,1.0,0.6,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.71,0.75,39.9092,67.0916,RED,RED
Samarkand,Kattakurgan district,Hospital_278,0.0,0.5,0.3,1.0,0.3,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00014144721112027388,0.0,0.0,0.8,0.0,0.78,0.86,39.89716,66.27242,RED,RED
Samarkand,Qushrabat district,Hospital_279,0.0,0.3,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.5,0.5,1.0,1.0,0.6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8766644736141767,0.9677616769365879,0.9677616769365879,0.8,0.94,0.67,0.82,40.3333,66.5,YELLOW,YELLOW
Samarkand,Nurabad district,Hospital_280,0.0,0.5,0.3,0.3,0.6,0.8,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.5,0.0,0.3,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.6,1.0,1.0,1.0,0.5,1.0,0.4,0.6,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,0.5,0.19021594039505157,0.12166680820699004,0.12166680820699004,0.6,0.14,0.67,0.63,39.6100912,66.29622,RED,RED
